"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"frostagent-78364","19 February 2024","The 4th season was the quite possibly even worse than the 2nd and 3rd. This season was so bad im officially done with this series. Watch it for yourself, please and you'll see. I keep thinking that with the supernatural/paranormal spin they put on this season that it would be good. But each episode it was just horrible and never got any better. Even the last episode season finale was garbage. I just don't get it. Each episode just dragged and dragged. The 1st episode did enough to get you hooked and intrigued and then the next 5 episodes just crapped all over you. Nothing remotely entertaining.","
            5/10
            "
"runoke","16 March 2019","It's just a solid social drama. Strong, intelligent women, men who fight their outdated masculinity in a search for sensitivity, (white guy fails at that), satirically terrible police work as a symptom of institutional impotency.
If you wanted a crime story, a strong plot, a mystery, a thriller, suspense, police work, extraordinary characters and dialogues - none of that is here.
The plot itself is suitable for one episode of a procedural. The character development - for one and a half hour movie. Stephen Dorff is out of his depth, as expected. Mahershala Ali - surprisingly boring, maybe it's his character's fault.","
            1/10
            "
"cshawsta84","18 March 2019","Is it something with HBO the last year? This along with with Sharp Objects I was only able to make it through 1 1/2 episodes of each series. They are just slowwwwww, sad, sad,drudgery. Everyone is so depressed. I didnt see one smile. A monotonous bore.
My oh my how could anyone sit through 8 episodes of this show. I know a show sucks when I pick up my tablet during the show checking email.
Somebody give the writer a bottle of antidepressants fast.","
            6/10
            "
"izzypito","11 November 2020","Season 1 is a masterpiece. One of the best detective shows I have ever seen.Season 2 was pure garbage and I only made it to episode 4 until I gave up.Season 3 was a huge improvement over season 2 but was still not as good as season 1.So watch seasons 1 and 3 and stay away from 2.","
            9/10
            "
"Koceny","18 May 2021","Season 1: 10
Season 2: 8
Season 3: 9
average points: 9.","
            1/10
            "
"pdtp911","14 September 2015","Even though I objected to the portrayal of my beloved Louisianan as a state filled with incestuous, dimwitted swamp people, I loved Season 1. I awaited Season 2 with excited anticipation. The opening credits greatly impressed me with mysterious graphics and a theme song of which I never tired. The first episode was a jumble of meaningless stories that seemed to have no connection, but we have all seen this technique used before. I told myself that I simply had to wait and everything would become clear as the story unfolded. The cast was beyond impressive, so I kept watching and waiting for the characters, any characters to have a shred of appeal. In eight episodes, I never cared one tiny bit about any of them or the worlds they were trying so hard to hold together. The tag line is ""You Get the World You Deserve"" and they certainly did. Where Season 1 enticed the viewer into a frightening and strange world that seems to have been reclaimed by the magical forces of nature, Season 2 drags the viewer at gunpoint into a man-made cesspool populated by equally worthless creatures who deserve that world. More than a few times, I found that I was playing solitaire out of boredom and had to go back to see if I had missed something that might make me care about anything that was going on. I never did find a thing. The best part about this series, besides some of the music, was that it finally came to an end.","
            1/10
            "
"luka3rd","25 July 2019","3rd season is an epic way to waste our time...
Always stalling, jumping 10, 30 years forth and back... Cheap way to tell simple and shallow story.
It's like Indian or South American soap opera, many things happened, nothing was told... Oh, so boring.
First season was good, second was a desaster, thrid is a punishment for watching the second!
They just used the old glory of the first season, but I will never watch a 4th, even if they make it.","
            3/10
            "
"armyanimaldoc","5 February 2024","I have to admit, I am very disappointed in this season, it really makes no sense, drags out, and the characters are shallow, especially the male characters who are pretty much portrayed as weak, dead (HBO nude), evil, abusive to women (or ar least deserving of an ass kicking by the female leads) or pretty stupid. What a complete let down. At least the women are strong and can cuss like sailors, I suppose. Considering this is supposed to be a reboot for the series, a season 5 will likely not be in the making unless they truly return to their roots and use a better director. As always, though, watch it yourself and make up your own mind.","
            8/10
            "
"zlatansarkotic-554-715590","15 January 2019","I watch series and movies without captions. This show is great, but also this season we have a mumbler. Mahershala Ali is a great actor but I do not understand 50% when he speaks.","
            4/10
            "
"paulat111","28 February 2019","OMG. Season 3 is just mumbling, oddness. ***SPOILER ALERT*** In episode 4, the part where the detective is old and having a breakdown involving Vietnam war hallucinations??? I LITERALLY COULDN'T UNDERSTAND A SINGLE WORD OF THAT ENTIRE SCENE!!! This series is steadily going down hill. The acting is better in season 3 than in season 2. But the story line and writing is so bad, it's gobstopping. I feel badly for the actors starring in it. Because they are actually the ONLY reason why I am giving this 4 stars.","
            10/10
            "
"nvfone","19 February 2024","Season 1 is dynamite. It is compelling enough that I've watched it three times.Seasons 2 and 3 are forgettable. I saw them both and hardly remember them and there was nothing there to make me want to watch them again.But s04 is a different beast entirely.One of the few good things about s04 is that it is only 6 hours long - but that's already 4 hours too long. I literally skipped half of two episodes because they were so boring and I did not miss a single thing. All that was needed to tell this story was the first 15-20 minutes of episode 1, maybe 10 minutes each from episodes 2-5 and then half of episode 6.In each episode, there is maybe 1 or at the most 2 instances of detective work and there is maybe 2 or at the most 3 moments of character development. All the rest of it is horribly boring filler: completely non-essential and uninteresting.It seems like this wants to be a Quentin Tarantino-style ""hang-out"" production except there's very little to make me want to hang out with these characters and by the end of the show I wished I hadn't.Unfortunately, cutting it to a 2-hour movie wouldn't have saved this hot mess for me, either. The moral of this misandristic (man-hating, in case you don't know) story is so offensive that you'd think someone would make sure they have their science fiction/horror story worked out enough to at least try to make it justifiable.Nope. The solution to the mystery is as superficial as a stick of chewing gum. The science fiction/horror elements would only justify what is shown in the last episode to the most reactionary of minds: the details just aren't there to make those elements convincing.In fact, the writer/director doesn't even try because the solution to the mystery is only useful as a prop to a murderous feminist moral - the murderous moral being the only reason to make this show.For many thinking viewers, s04 will ring as hollow as an ice cave and leave such a bad taste you'd think the mine was poisoning the water.S01 is still 9 stars in my book. S04 gets 1 star because the setting is very beautiful and because I can't give it 0 stars. So the average for this show is 5.","
            5/10
            "
"Swelliot","3 October 2023","I just decided to finally watch Season 3. After forcing myself to finish it, like a paper I didn't want to write, I kept asking myself ""How do people keep saying that Season 2 is so much worse than Season 3?"" I understand Pizzolatto seeing the displeasure in so many viewers with Season 2, so he went back to occult practices and child abuse in Season 3. But my lord... did they ever actually investigate anything? There were a few episodes where detective work didn't even exist, and the show focuses instead on the dementia of the main character and him powering through it trying to remember to his family. It's a season of flashbacks and by the end, you're wondering why you just watched it. At least in 2, there was constant police work, solid acting throughout, and pacing. Season 3 had none of that. I was really disappointed in 3 and for the life of me can't understand anyone's preference of Seasons 3 over 2.Season 1: 10/10 Season 2: 8.5/10 Season 3: 7/10.","
            7/10
            "
"logan03","6 February 2019","As some other reviewers have noted, the only way I'm enjoying this is by having to use the subtitles to see what's being said. Seems many newer actors are adopting this ""speak as low as possible in the most monotonous tone you can come up with"" (aka Mumbling) I've noticed this with a few other shows also, but this is one of the worst. Had it not been for being able to turn on subtitles/captions, I would have given up by episode 3. Most of the supporting cast, I had no problems understanding/following. Otherwise, season 3 is pretty engaging with all the talented actors in the cast, several outstanding performances, the various plots and subplots.","
            9/10
            "
"carcosabignuts","20 February 2024","The setting for Season 4 was promising and the first episode set my expectations way too high. Night Country was really hard to get into and continue watching because the writing was so awful. The characters almost never acted as a normal human would and a lot of the dialogue felt ""fake""? I can only imagine that chatGPT was used to write large swathes of the script and character interactions. Maybe the actors were filmed separately and just spliced into the same scenes with CGI? It really felt like they weren't even aware of each other and just reciting lines that didn't make sense. Truly a huge disappointment for many reasons.","
            2/10
            "
"jack_o_hasanov_imdb","9 August 2021","It was an interesting series.I didn't really like the second season, but 1st and 3rd were good.Now I'm looking, the end date of the series is written, is this series over?","
            9/10
            "
"tryniti987","1 July 2015","Season 1 was phenomenal! If you don't freaking read so much into this show and pick apart every little detail, you will be entertained and pleased. My opinion may be biased because I believe that Matthew M and Woody H are both great actors and were perfectly cast together. They have a chemistry on screen that is very believable and so enthralling. The story line is generic, and somewhat predictable, but the acting is what draws you in. Season 2! Watched first episode THREE times, I am literally bored out of my mind, I can not digest this. I think where they went VERY WRONG was casting Colin Farrell, good god is he a horrible actor. I feel nothing from any performance of any movie he has been in, and the same rings true for this performance. Unfortunately, the rest of the actors also seem completely lost with their roles. None of them take it to the level of emotion and intrigue as Matthew and Woody, they set the bar way high with their performances. Sorry to say but this could have been a great series. I have a feeling that the show is about to lose a massive amount of viewers, unless they can revive it with season 3. I am not even going to waste the rest of my time with season 2, its completely garbage compared to Season 1. Hollywood, please learn from your mistakes, Colin Farrell has bombed every show or movie he has been in, he just isn't a convincing actor, please stop giving him roles.","
            1/10
            "
"hollijm","1 March 2019","The first couple of episodes were somewhat promising despite the fact I can't understand what Wayne is saying half the time. But then it just drags on through maddening time warps until I don't know if I can get up the energy to suffer through the last episode.
1st season great. 2nd season mediocre. 3rd season abysmal.","
            2/10
            "
"ben_mkstk","5 February 2024","First off, season one of True Detective was nearly perfect. If there is a more solid 8-episode run out there, I have not seen it. Seasons two and three were entertaining, but paled in comparison to the inaugural season.Then you get to season four... Talk about matricide. Season four not only takes the series to new (and unfathomable) lows, but it could take the season one legacy down with it. I'd imagine that around 75% of the viewers were similar to myself, fans on the series and abundantly excited for the season four continuation. I'm sure the casting of Jodie Foster brought a few newcomers to the crowd. It took about one half of episode one to realize that this was NOT going to be the resurgence of season one greatness. It is not even a resurgence of season two and three mediocrity. It seems like the pitch here was - we need to capture the Stranger Things fans while retaining the True Detective base. I'm sure this idea made the executives salivate, but from there everything falls apart.It is clear that there was a complete lack of competence at all levels of production. While I understand (and applaud) the decision to employ a female and Hispanic writer/director, that does not excuse the series upper-level brass from not stepping in and protecting the True Detective brand. I also understand that this level of creative-control could seem oppressive and draconian - the old way of doing things. However, reducing a talented (and surely expensive) asset such as Jodie Foster to an F-bomb spouting ruffian with a turbulent private life who partakes in casual affairs with multiple partners - is as clunky and clichéd as a Lifetime network Christmas movie. The only original thought was to make this character female rather than male. Unfortunately, this fleeting moment of originality was executed with the gracefulness of an ice skating elephant. Surely it is this incredible failure of planning and execution that led to a very cringe-worthy performance by Foster. Not just a quick 10-second cringe, more like one 50 minute cringe. Moreover, if the dialog doesn't already have you reaching for the mute button, the soundtrack will.For what it's worth, the rest of the cast seems to perform to the best of their ability, doubtful you recognize many of them. Be prepared to take notes to try and keep up with all the irrelevant sub-plots created by the over-examining of multiple peripheral characters' stories.The fancy paid 'critics' out there are going to give the series decent marks. It is in their best interest to keep everyone happy. However, season four of True Detective does nothing to further this series in style or substance. If you're like me, you're invested and will finish the season, but it's going to be a painful task.","
            1/10
            "
"ronniehrubin","23 February 2024","What an disaster this season was. Just one likeable character, and that was young Prior. My wife and I only continued past the second episode to find out how the scientists died. And what a waste of our time this season truly was when we found out. If you are wondering if you should still watch this series, let me be clear; Don't Waste Your Time! This season was Horrible. Both my wife and I are fans of Jodie Foster, but her character is completely unlikeable. The Navarro character isn't bad, but not interesting enough to care what happens to her. That is not an acting issue, that is a writing issue. So the next season must have better writing or there is no chance of us watching it. And for goodness sake, DO NOT revisit the fake town or Ennis, Alaska.","
            1/10
            "
"namstonk","1 January 2021","The first season was brilliant, the second pretty average, the third was a very good effort but still nowhere near the first.","
            9/10
            "
"b-81756","28 April 2021","Disturbing, not easy going show.But still I am completely amazed, the character analysis is outstanding.I was expecting that Rust will not make it, nevertheless, the last few sentences... are just awesome...stay on the side of light!","
            9/10
            "
"dromasca","9 January 2019","This is what good television is about. As the third season of 'True Detective' is about to start, I have been trying to get in sync (although that is not mandatory, as the stories in each season are independent) with the first two seasons. I discovered a real gem in this first season created by Nic Pizzolatto, produced by Matthew McConaughey and Woody Harrelson with the two wonderful actors playing the principal roles. The quality of this series matches in my opinion the top quality successes in the history of HBO like 'The Wire'.About half of the eight episodes of the season describe the interviews taken around 2012 by police to two ex-cops that were investigating a series of crimes started in 1995 which looked like abductions followed by strange and abject ritual murders of young women and even kids and teenagers. The crimes and investigations happen in the state of Louisiana, the deep South of the United States, impacted by poverty and crime, and often struck by hurricanes, in a landscape of infinite marshes and under a burning sun. Each of the two homicide detectives Rustin ""Rust"" Cole (McConaughey) and Martin ""Marty"" Hart (Harrelson) fights his own daemons. Cole is a lonely man whose marriage did not survive the accidental death of his two years girl, Hart is cheating on his wife and his own marriage is disintegrating. Story telling is non-linear and smart, we see the two characters at different moments in time - 1995, 2002 (when a second wave of crimes is taking place), 2012, and we discover their personalities, courage and persistence, friendship and vices, as the action advances. The pace changes in the last four episode, as the two cops go underground in order to follow the threads that lead to religious organizations and highly positioned families. Their personal crisis deepen, so does their personal involvement, with solving the series of crimes becoming the goal of their lives but also a threat of personal destruction. The final episode is one of the best finale that I have ever seen on TV series, although personally I could have renounced to the cheesy last ten minutes.The story is compelling and keeps the viewers permanently on the edge both in what concerns the crime intrigue as well as the fate of the two characters. Both McConaughey and Harrelson are wonderful in acting their characters at the three moments in time when the action happens. Michelle Monaghan adds beauty and warmth in the supporting role of Marty's wife. The production is careful to the last of details in describing the subtle changes that their world goes through together with the whole America that they symbolize between the 1995, 2002 and 2012. Setting is amazing using the natural landscape of Louisiana and constructing thrilling environments for the horror sites. The first season of 'True Detective' is definitely one of these productions that prove that TV can be art, and it has good chances to satisfy and more the fans of horror, detective stories and plain good TV dramas.","
            9/10
            "
"cpanella","22 February 2024","Don't waste your time. Ruined a perfectly good Beatles song. Ridiculous dependence on overly throaty, breathy vocals. Surprised Jodie Foster signed on to this, she is way better than this. The acting was good, as good as possible considering a disappointingly formulaic (and cheesy) script. This attempt really diminished the value of the True Detective franchise. In past seasons, the series seems to have prided itself on actual character development, compelling dialogue, and a reasonably believable screenplay. Unfortunately, it seems someone in the front office of HBO/Max said, ""...ehhh..good enough.""","
            1/10
            "
"chaos-rampant","18 August 2015","It was the best decision they could make to create this in the mini- series format where each season is its own story of several hours, it means things are built with an approaching end in sight, limits. I don't like the prevalent series format that drags on for years, the sense that it's just a product and a weekly habit being prolonged and not a narrative.Once inside I find a writer (this is his project) who likes to harp on about his pessimist view of life as some meaningless void and that keeps me at bay. It's not 'too dark' for me in the sense meant by some, a sign of bravery in facing deep truths. I find 'too dark' as fundamentally untrue as 'too light', an unnecessary distortion of life, only one more veil. The universe neither cares nor doesn't and we either want to see the makings of things clearly or pick from a bag of philosophies that justify the anxiety.But we also see a maker (the original writer) who is not content to envision life as a capricious maze full of dead ends, broken marriages and frustrated clarity. There has to be a lurid monster on the other end of that maze, a conspiracy for evil. The Louisiana story with the ritualistic murder of girls is reported as more exciting; but that's an admission that we want to be secretly titillated by an inane evil to keep our interest, Silence of the Lambs territory.I prefer the LA story in terms of world it creates. It does take place in much the same world as Ellroy writes about, another one who titillates, it does also begin with a violated corpse, ends with conspiracy that goes all the way up. But we lose the sophomoric rebuttals of the protagonist, we lose the backwoods monster, the riddle solving, and get instead the big city and weary burnouts clutching at last hope. The first one still has better actors, structure and sense of place and of course titillates more.The relationship between the Vaughn gangster and his spirited woman is the most profound thing I saw in the whole thing so far.So this is held up as great television, I see it as fine, some things I care to see, others not. I'll come back to it at some point. When it comes to making choices of what to carry going forward, I'll still gravitate back to The Long Goodbye and Killing of a Chinese Bookie.","
            5/10
            "
"mindspanker","21 February 2024","This convoluted story brought down the whole True Detective franchise. We all know True Detective season 1 was one of the best series of all time. It has steadily declined each season. But season 4 crashed and burned. Jodie Foster couldn't save it because she was part of the problem. Waste of time.Watch season 1 over again and save yourself from this season. If you do chose to watch it watch episode 1 and the final episode. That's all you need. The episodes in the middle add little to nothing to help save this the worse of the worse season 4 of True Detective.Until Rust and Marty come back this franchise might need to end.","
            10/10
            "
"daviddarabian","1 February 2024","This is why IMDB should allow for series to be rated by seasons! First season was awesome, second was great, third was good and forth was/is terrible! It's like the series got dementia and completely forgot what made it great. We got the tough miniature Jodie Foster that acts like a kid pretending to be a grown up, we got the gay daughter, the tough indigenous Alaskan who I'm guessing is a artist of some kind because she can't have been hired for her acting, and then we got the plot... True Detective isn't The X-Files because it doesn't have to be, it's better! Yet it seem to try very hard to be just that. And I wonder why. Is it because every time we see the artic it's like one isolated asylum for extraterrestrials or psychos? It's just so cheap, like an old worn tire that's seen the road too many times I'm surprised to see someone's still using it. Don't get me wrong, butch female detectives (Mare of Eastwick) can be awesome, but it needs to fit! I don't care if someone's gay or whatever, but why does it feel forced?! All my questions bottles down to one. WHY?","
            6/10
            "
"HaveWisdomWillTravel","12 March 2014","I want to give this a 7 for the two actors' performance, but 7 on is stuff I would say ""I enjoyed it overall"". I didn't. I force myself to sit through it in full dread to know what happens at the end. So nah, 6.I like both male leads as actors, I like the fact that the two are having fun having it their way in screen-time monopoly and maximum dialog output, I just don't like contrivance. It's not even the slow-pace start - I love Breaking Bad's refreshing long scenes pacing, I like getting deeper with the players and the world in long arc series, like The Killing, rather than the hurried semi-procedural sort. True Detective is indeed long-arc and non-procedural, which is cool by me...That said, there's no edge-of-seat anticipatory mood for me until around the 6th episode, when it stops contriving ""WOW look how these two great screen actors dare to transform themselves physically from hot 30-something to almost 50!!"" and starts to excite with real meaningful story movement.By 2nd episode, it is clear to me, this show's formula = Bleak + Gore + Banal Atmosphere + 2 movie stars competing to out-anti-hero the other. It's like over a few beers a few big Hollywood shots thought, DULLNESS is SO IN nowadays! Let's take all the BLEAKEST and UGLIEST bits of Dexter, CSI, Breaking Bad and add some retro-costume + anti-hero cop buddy sauce on top. Fine and well...some people actually enjoy very dry and over-filtered beers advertized by branded faces. Unfortunately...one crucial ingredient is missing = black humor. True Detective is SO earnestly dull and doggedly cynical and calculatedly immoral it soon became draggy like Walking Dead by 3rd episode.Really, dull ain't sexy. At their bleakest, even super-dry shows like The Killing still has tender SOULFUL relief moments.The show is not all boredom. The actors - even the transients, were high quality. There were tensions and suspense to keep me going in spite of the dread and semi-apathy. But overall the grittiness feels forced, from soundtrack to intro to filler shots. The occasional bleakness breaks to equally-tense domestic scenes don't count as breaks, neither are the crudely-done female nudity scenes. Sleaze should not be the only good thing worthy as relief from the supposedly all-prevailing soullessness of 90's working class Louisiana.It doesn't help that women in this show only serve as the good women (wife/mother/nurse/innocent virginal victim) or the bad women (husband thieves/sex-workers). The black cops were one-dimensionally painted too. All backdrop fillers to contrast the mono-tonal oh-so-bad boys with a heart. I was hoping they would introduce more complex female characters eventually, but nothing of that sort. Just two star-quality male leads busy painting how cynical and amoral and self-loathing they both are.I wish this story about missing children can be explored with more focus on the children and the repressive cultural climate, and less focus on the sleaze aspect or soulless visuals of the milieu. Is it worth watching? I watched it to the end, yet felt glad it is finally over. If you enjoy watching McConaughey and Harrelson pulling their stunts as good actors, if you can live with the most gratuitous psychological and visual violence from Dexter all at once, yes. If you hate the ""sentimentalized gore"" of Walking Dead or Dexter's OTT satanic crime scenes, you need to reduce your expectation and definitely brace yourself if you must watch this.","
            6/10
            "
"mike-02269-29479","19 February 2024","Series 4 is so disjointed, broken and made up of unrelated unexplained pieces. It has no story, just several short sets which seem to be designed to shock but don't.As hard as she tries Jodie Foster cannot bring it together. She plays her role wonderfully but is let down by an inadequate story told thru a dismal script.Scenes of violence seem to be thrown in for gratuitous effect and do not add to the story at all.Why was her ex-boss/lover in the series? No one knows!Why was the state trooper Navarro's sister in the the series, no one knows!Seems to be the old addage - the meeting that should have been an email.So should have been a 90 minute movie if it had to be made at all.Such a shame to blot the entire True Detective program with this anomaly.","
            9/10
            "
"bopdog","22 December 2020","The first season was superb! The second season was so bad me and my TV viewing pals could only stomach 10 minutes of it. Funnily, the second season had many of the actors I can't stand (except Rachel McAdams, who is great!). I lasted about 30 minutes in that POS.The third season was again superb - I had planned to stretch the 8 episodes out over a week, but was so drawn in I watched it all in two evenings. I highly recommend seasons 1 and 3. You'll love them!!!","
            2/10
            "
"toulbox","21 February 2024","Season one is special, burning, shining actors, good story. Not to shame any of the actors or the involved, but latest season is just dreadful to watch, boring to say the least, the artic theme could for example have been used way more.I guess these different seasons shouldn't be compared.The minutes and hours drag along without proper tempo or some form of excitement, it's a bit reminiscent of bad nordic noir with dull screenplays and endless drama talk/shouting.Just a major fumble in my humble opinion, why hbo would drop the ball like this is pretty remarkable, what are they trying to prove with this?","
            9/10
            "
"leon_white","15 March 2020","I will rate now the first three seasons:The first season is somehow the most interesting, because it has with Rust a real true detective, which doesn't care about anything (nihilism would describe him) and tries everything to solve the case, while his partner plays the more classic cop part. The case itself has a deep meaning and the detectives have many problems to find even a suspect. In the end I think it's not so much about the case itself. Instead it's more about the scenerie which is dark, twisted and full of mysteries. But also it leaves you behind with some unanswered questions like Why have Marty's children some toys (Google it) which look like case they investigating? 10/10Second season deals with many true detectives and some mafia structures. I didn't like in that season that so many people had to die, especially some detectives. The drama was good, but sometimes I thought we are not in a crime scene instead more in a family drama (example rays relation to his son or true detective women's relation to her father). And I think it was very inconsistent that a cop like Ray would be so stupid meeting his son without carefully looking around... Th end of the mafia boss was also unlogical... where did the others get to know his location? So all in all it was also interesting, but not very clever. 8/10Season 3 was from the story very interesting. I would say like season 1 but the problem here is the time. I think an old true detective which cannot remember everything is not very motivating to watch these parts of the show. I think also the development of the story was too slow. The last plot twist was somehow unimaginable, but I didn't like that he figured everything out in his last years and then suddenly forget this. IT WAS THE CASE OF HIS ENTIRE LIFE. Why should he forget? That makes me a bit angry. I gave it 8/10If one would ask me which season i liked the most Ofc S01. Secondly I like S02 because it has more interesting characters than S03, while S03 has the better story and is more consistent.","
            2/10
            "
"jlmmrei","19 February 2024","True Detective series 4 takes a polarizing turn, deviating from its predecessors' critically acclaimed narrative depths. As a dedicated fan, I found this season sprinkled with unintentionally laughable moments, signaling a departure towards less convincing storytelling. The plot meanders into laziness, with bizarre set designs and characters that fail to resonate or add depth. A particularly jarring moment involves characters improbably discovering a research lab in the midst of a snowstorm, on ice, a scenario that stretches believability to its breaking point. This season, unfortunately, seems to have lost the intricate craftsmanship that once defined the series, leaning into absurdity rather than its trademark psychological and atmospheric tension.","
            1/10
            "
"nicolassoren","14 March 2022","This is so overrated It's the slowest and most boring thing I've ever seen a 9/10 episode season that could easily be compressed into 4 or 5 SLOW SLOW SLOW The acting is great, but that's about it...","
            4/10
            "
"wotsonurmind","24 February 2024","What a massive let down for True Detective fan. This season 4 is just a generic copy of some of the popular Icelandic and Norwegian serials very popular in Europe. Sadly even then it is beyond boring,generic and a complete mess of a series. The editing,characters,story and even the acting is so bad and rudderless. You do not care for any character and the story itself is so so terrible.The director should never ever direct anything ever...and then I find Netflix want the lady to direct the next season! Netflix have earned a reputation for destroying serials strength by extending the length of the series in the past and now they just think we'll all watch just because it's on Netflix. Time to show Netflix a lesson!","
            10/10
            "
"logyman13","12 January 2014","After just watching tonight's series premiere episode of ""True Detective"" on HBO, I can already tell this is going to be a fantastic show. It kept me interested and almost forced my attention the entire hour. It is already beginning to build a complex plot so make sure to pay attention to the details. All the elements of a brilliant show are at hand here. The writing, the acting, the scenery, the plot. Everything, from what I have seen so far, is amazing. The show has this dark, eerie feel to it which I love. McConaughey and Harrelson deliver great performances. Do not watch if you aren't into complex plots. But otherwise, I strongly suggest giving this one a go.","
            5/10
            "
"happytrigger-64-390517","15 May 2021","I only saw the first season I was offered. And woaw, a real must. The casting is fantastic, all actors are playing with very natural details, gestures and expressions, mostly the two main characters, policemen we follow during many years on a special investigation on a serial killer. Enjoy the transformation of these two characters in incredible flashbacks. Camera work is extremely accurate to catch all informations with no loss of time, and right in the middle of this season one, enjoy the brilliant six minute real time shot. And also 3 sexy scenes. There are also splendid shots of Louisiana. And always pertinent songs, for example, when wife separates with her husband (exceptional and frightening Matthew McConaughey), we hear ""Tired of waiting for you"" by the Kinks. I only regret there are some talky scenes sometimes useless. But really great suspense all through this season.","
            8/10
            "
"spaqe","3 November 2021","I managed to watch 4 episodes of season 1. It felt pretty original and different in the beginning, but then the clichés started to pile up, and create clusters of super clichés. It also felt quite repetitive at times, and enough to disengage my interest.","
            4/10
            "
"latinfineart","19 August 2021","On my previous review I gave the show a 9. I have now for the first time in my life given a 10 to a TV show. Season one of this show might be the best season of television I've seen in my entire life. It is absolutely pitch perfect, the performances, the direction, the spectacular quality of the writing, the soundtrack, cinematography, and the storyline. Some of the best writing since Deadwood.Granted, this show is not for the squeamish. It portrays a very dark side of humanity. But, it does it with so much truth and authenticity. This is nothing short of a monumental, epic piece of work.Everything about this season of TV is as good as it gets. This show is perhaps the most accurate depiction of the Bayou ever put on a movie or TV screen. It is perhaps the darkest and scariest place in all of America and this show captures the eerie, dank, nasty, malicious, horrific quality of the Bayou. This is truly someplace I hope I never have to visit again. Once was enough, and this really captures the reason why.Both Harrelson and McConaughey's performances are beyond stunning. This is my second time viewing the first season and I think it was even better the second time around.","
            10/10
            "
"diablowilliam","27 January 2024","What can I say? Season 1 of true detective ranks up there as one of the best, if not best season of any TV show put to air.Star studded picture perfect acting, writing, directing and production. True detective season 1 is utter perfection. Mathew and woody are at thier peak here and you can watch season one time and time again and never be bored by it. Season two.. well while season 1 is a perfect 10.. season 2 is utter trash... who pushed to have Vince Vaughn in this? What where they smoking and what was it laced with? Season two cured my insomnia and that was helpful.. while season 3.. was passable because the acting was strong, but the storyline meandered all over the place.. but it was still catchable, I gave it a 6 out of 10... and now watching 4.. and I'm beginning to see this series has run its course.. very bland so far and does not look like it will pick up.. if the first episode cannot reel you in... then all I can say is at least season 4 is heads and shoulders above season 2.","
            10/10
            "
"jpjhnsn","20 January 2019","Season 1 was incredible. Season 2, what the freak?So far season 3 is living up to the reputation of season 1.","
            10/10
            "
"jon-22643","14 April 2019","1st season was the best ever, nothing can change that.
2nd was different type, yet less then the original.
3rd is totally different imo. the acting is superb and the main reason to watch it, the crime story is interesting and also the movements between times and years back and forth, but for me it's just the cover story to the real story we get to see which is actually about family, friendships, missed opportunities, the choices people make that simply effects their own life and the life of others. Do not expect to see action scenes in s3, it's different then s2 and s1, is slow paced, and focuses in the acting and relationships between the characters, yet it's amazing. All actors are making a great job, not only the 2 leading roles (well 3 leading roles, the wife is also a leading role not just the detectives). A must see.","
            9/10
            "
"mikejade-35453","15 January 2019","Not sure why some people rate it low. I guess each to his own. I liked it. Well done. A bit slow but that is the way the show goes.","
            9/10
            "
"simonlangbakke-88873","14 February 2024","What happened??? Season 1-3 was all fine, but this is a completely new direction.. This might as well be a completely different show.This is no longer a detective show about being a detective in true crime division. This is about evil spirits and for some reason bland drama. No more internalisation of the main characters and their struggles as in the old show. This time we get some few flashbacks and backstory with a supernatural horror twist, which may be an attempt to highlight some mental struggle, but the execution is lacking and the direction and pace makes it feel unimpactful to the characters.What a mess.. the premise and idea is solid. A story taking place in a secluded and mystical place where superstition can become dangerous when taken too far by the locals.It might have been intriguing with some old secrets and intern community feuds long forgotten, but not gone.Like what happens in a small town where the only law enforcement is a few people and the rest is up to the inhabitants to decide what goes and what doesn't.We even have the split contrast between an indigenous officer and the nonindigenous sheriff, which could have made for some exciting conflict between the two sides, but then in the end realise that no matter where you are from the ""work"" is what matters, but again none of that is present here...But unfortunately there simply isn't enough to keep it interesting and mysterious. A lot of potential wasted.The acting feels so forced and unnatural and the line delivery feels like I'm watching something from a comedy skit...I cannot give this show about e 1 star, since there is not one single positive thing about the show other than what it could have been, but isn't.Hope you read this before watching and if not then we probably agree.","
            1/10
            "
"dino-zagrljaca","4 March 2019","Season 1 was a 10, season 2 was a bit weird but season 3 is a disaster. Every episode is boring and the main actor is trying too hard to copy Mathew from season 1. Its so obvious in every scene. And then the disappointed ending on top of that.","
            6/10
            "
"guyau-399-68372","14 August 2014","Matthew McConaughey mumbles so much in this role I missed the final line of the final episode. Totally unintelligible. Something about stars, which is a good alternative title to this overrated series.9.4 it rates on IMDb! You got be kidding me. The presence of an A-lister or two has blinded everyone's ability to see the flaws in this series. So much of it is ponderous, repetitive and just plain unnecessary. It needed severe editing, especially the tedious interviews, and doesn't really get going until episode 5 or 6. The first four episodes could easily have been merged into one.I'm giving it one-star, simply because some perspective is needed here, though I did watch to the end, which, though a chore at times, was eventually rewarding. Interesting well-developed characters, moody cinematography, and an attempt to make this a psychological thriller, not just the usual action cop cliché, puts it ahead of the pack. But ultimately, it really is just the same old serial killer fare in an arty grunge T-shirt. The stars do a fine job on the whole, despite some brooding overacting from McConaughey at times, and annoying cud-chewing from Harrelson, but True Detective is a long way from great. The final episode paves the way for a sequel with talk of more killers that haven't been caught yet, but I won't be watching.","
            1/10
            "
