"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"hellraiser7","4 December 2013","The strangest thing about life is how much one person can really be a importantly link to a whole. Whether it's by free will alone, divine design/power, or even both it will never been known, what is known are the results that one person does which can be extraordinary and part of what creates the whole. This is a Christmas/fantasy film I really like that I can come back to every once in a while. It really is a film that actually is pretty dark but also does in a way make you feel good, but most importantly causes you at times to evaluate your own life.There really isn't much I can really say that hasn't already been said. What really matters is the story itself which like all great stories despite how much time has passed it is timeless. The film in a way is kinda a Christian film since there are some Christian themes as well as influence that intervenes.George Bailey is kinda a Christian hero, and like most of them you actually feel a sense of heavy pathos for the guy. The guy had to unfortunately put all his dreams on hold, all to do the right thing for others. I like that he's a bit reluctant, he doesn't really want to be selfless, nor does he even enjoy doing the right thing which I'll admit is something I can emphasize with from time to time. However all the same he does it whether he wants to or not because there is no one else that will, or is even strong enough to. Like with most of Capra's films, they have one thing in common showing that being a good person isn't always the easiest thing to be.Even though George doesn't look like he has all the breaks, personally I think he does, his life actually is pretty good, he's got lots of friends, he's not boring, is active does things with himself, sure not the biggest adventure or exactly an event a minute. To me I always believed sometimes the smallest adventures are biggest, because of what you do during your lifetime. Unlike the antagonist Mr. Potter whom really just like his riches he holds doesn't do jack squat with himself, I can understand where the guys misery originates from but it's no excuse nor give him the right to ruin anyone elses life.Other than the drama, I really like the fantasy aspect which was the first or one of the first times they ever constructed an alternate scenario. This is a common place format now done in many TV shows even comic books, but this film was one of the first and I feel still the best. The alternate scenario I felt was believable because it sort of plays out the notion that we all think of everyday, what if we were out of the picture, or we made that decision instead, or did that. Indeed it would of been a very different world, and of course we see this world without Geroge which is practically a cesspool as we see the blowhole Mr. Potter has fraked up bad. It really is disturbingly believable as George and we see how miserable most residents are, grungy and dirty Bedford falls is, the people that have been deceased because he wasn't around.The film has two really good messages, the first on the importance of exercising selflessness, it not just benefits the people around you but yourself as a person. But also about valuing your life that it really does matter whether you live or die, because of how much it is connected and affect the whole.One person does matter because one can do a whole lot in a single lifetime.Rating: 4 stars","
            9/10
            "
"winner55","1 July 2007","I like a lot of director Capra's films - but not this one.This is among one of the most vile floods of slush ever to be photographed. The characters are simpering when they aren't whining. James Stewart give us the worst, most over-wrought performance of his career - high-school student do better. The camera work looks expensive - and dull. The editing is perfunctory. There's no effort to use film to tell the story.The story itself is a banal rip-off from ""The Christmas Carol"" - but the worst part of it is that Stewart's character spends his every moment visiting the 'alternate universe' (that would have happened had he never been born) trying to convince everyone that he really was born, and there is no 'alternate universe' - which makes no sense whatsoever, and completely blows any chance at insightful or revelatory alternate character development, and reduces his final submission to fate to a rather cheap, histrionic ""gee, I'm sorry; let's try it again, OK?"" The raw cynicism that went into the making of this film - kept alive by generations of movie-reviewers as a kind of shared in-joke (""hey, let's face it, most Amereicans are just dumb"" - would be frightening if it hadn't sold so well - which is the really scaring thing about it.","
            10/10
            "
"Alex_Lo","6 February 2021","Of course its sentimental, but whoever doesn't like this movie is a true Mr. Potter.","
            10/10
            "
"caseynicholson","20 December 2014","So often the movies that claim the top spot on people's ""Best Movies"" lists are iconic films that are suitable to watch any time of year. ""Gone With the Wind"", ""Casablanca"", ""The Godfather"", and many more would easily fit into that category, and certainly those movies along with your favorite that I'm leaving out all should be in the discussion whenever we talk about the best movie ever made.But whenever I'm asked that question, be it now (five days before Christmas in 2014) or in mid June or July, the movie that I always come back to time and again is the iconic Christmas movie, ""It's a Wonderful Life."" This movie is the greatest film ever made.The film features James Stewart as George Bailey, a man who dreams of seeing the world only to be a victim of fate that finds him staying in his hometown and running the family business, the Bailey Savings & Loan Company in the fictional town of Bedford Falls. James Stewart turns out the performance of his career (barring no other role, including ""Mr. Smith Goes to Washington""). The tale sees him fall in love with Mary (Donna Reed, who offers a similarly strong performance as supporting actress). The two are wed and life goes well for a while, until a fateful day when George's world comes crashing down on him, prompting him to wish he had never been born...only to eventually realize what a wonderful life he has.The story is of course much more complex than that brief summary, but it's the story itself that is the most prevalent star in this movie. The script is a masterpiece in the art of conveying an entertaining and emotional narrative, taking the viewer on a roller coaster ride of emotions. Over the course of two hours you grow to love George Bailey for his character and his perseverance in standing up for the little guy against the tyrannical Mr. Potter, the film's antagonist. When George is elated, you feel it with him. When the frustration of life overwhelms him, you sympathize with him. When he finds himself in the midst of great despair, your heart breaks. And when his grief turns to joy, your heart swells....along with your eyes. I cannot watch this film without crying time and again in its final minutes.Along with the acting and the script, the other major contributing factor to this movie being such a wonderful film is its cinematography. I have seen this movie pop up on ""film noir"" lists from time to time, and I'm not sure that I would agree with that categorization at all, given that film noir movies tend to be more tragic in nature. That said, though, there are a few scenes in which the film uses strong shadow effect in a similar way that noir films are known to do. In at least two scenes, Stewart is shown staring prominently into the camera as he realizes the gravity of certain situations he finds himself in. Those scenes become impressed in your memory after you've seen the film a time or two, and overall the film is well produced with good scenes and settings, and good camera work.All of this makes ""It's a Wonderful Life"" my pick for the Greatest Film Ever Made. We may not always think of it immediately when we're sitting around the picnic table in the summertime thinking about great movies, but it's nevertheless a top notch movie that stands out for its artistic and cinematic value in a way that makes it much more than just a ""Christmas movie"". The wonderful story and well constructed script, the tremendous acting, and the excellent camera-work and film production all make this movie the cream of the crop.10 out of 10 stars!","
            10/10
            "
"jr-59504","25 December 2020","This is one of those movies that should be watched at least once every Christmas season. Well cast and acted. Good cinematography for the time. A story of what is really important in life.Bring your family around the TV and watch this one together and enjoy this movie.","
            8/10
            "
"Pete-Claus","5 January 2021","A true classic! Nothing more needs to be said. Be sure to watch it at least once.","
            7/10
            "
"Supachewy","20 August 2010","The drama fantasy It's a Wonderful Life is directed by Frank Capra and stars James Stewart, Donna Reed, and Lionel Barrymore and it takes place in a modern day small town.The film starts off with angels talking about how a man, George Bailey (Stewart), needs help to make his life better. The angels decide to send a second class angel, Clarence, to go and help him. But before sending him they give him all the important details of his life. The first one that is shown was when George Bailey was a child and saved his brother's life and stopped the shopkeeper he worked for from selling poison tablets. Then it showed when George Bailey was older and how he dreamed of traveling the world but at any chance he got he had to do some sort of work for the loan shop he was in charge of. He fell in love with a young woman named Mary Hatch (Donna Reed) but struggled to gain her as his wife. This film is excellent and has a morale that everyone needs to hear, a timeless classic.Frank Capra directed this film brilliantly. It was truly sentimental and he made it so you could feel the emotions of George Bailey. There were quite a few classic moments that he created in this film such as when George asks Mary is she wants for him to lasso the moon for her. Capra truly created an excellent film.The writing of this film was pure bliss. There are not that many films out there that have a sense of purity such as this one and that is intended for all audiences. There were many ups and downs on this ride and it left you completely satisfied.The acting by the whole cast was remarkable. James Stewart gave a great performance as George Bailey never being able to get what he really wants and being extremely stressed by all the tasks that he has to do. Donna Reed was great as the love interest, providing much support for Stewart's character to grow off of. Lionel Barrymore was great as the big business man in town trying to buy up everything and keeping Bailey down. Excellent performances for an excellent film.Overall I give this film a strong 9/10, it is truly a timeless classic from the legendary Frank Capra. I recommend this to absolutely everyone young and old, it is a truly heartwarming story that has already gone down in film history.","
            8/10
            "
"filipemanuelneto","26 June 2021","This film is one of those that any movie lover sees at least once in their life, if only because it is so talked about and so respected among moviegoers. However, I got the feeling that the movie, despite being really good and entertaining, doesn't justify so much buzz. It's a good movie, and there's no doubt about it, but it's not exactly a work of art, as many good commentators have argued. In fact, from the filmography of those involved, it's a film that doesn't even stand out: James Stewart is much more interesting in Hitchcock's films, who knew how to get the best out of the actor, and even Frank Capra made films as or more remarkable than this one.The script is very simple: an angel is sent to help a man at the most difficult moment of his life, when everything indicates that he will be arrested after sacrificing his life and dreams to maintain the firm that his father left him, and that prevents an unscrupulous local millionaire from completely taking over the city and doing what he wants with the people who live there. We are, therefore, facing another Christmas movie, where faith and hope are the main focus. The script, well written and effective, is one of the film's strong points: in addition to bringing us a good story that appeals to the whole family, it is based largely on a main character so pleasant that it is impossible not to like her and just watch. The movie just to see how she will overcome the challenges that lie ahead.The cast is headed by James Stewart, one of the great actors of this time, in another excellent work. At his side, however, are other excellent actors such as Donna Reed, Lionel Barrymore or even Henry Travers. The cast's overall performance is good, but that's not what makes us want to see this movie. Deftly directed by Frank Capra, the film has a leisurely pace but doesn't waste a lot of time in exaggerated consideration, doing its best to keep the story going.Technically, it's a regular film that makes the most of the resources available at its time, without overshadowing the story it wants to tell, nor going to the director's head, determined to keep the film in a direct and relatively frank record. The black-and-white cinematography is very good and pleasant, and everything was excellently shot, with sharpness and clarity. The editing work was also well done, and the cuts are barely noticeable. The sets and costumes are well done, the dialogues were very well written and there are many memorable moments.","
            5/10
            "
"jbuck_919","6 June 2002","No folks, I promise not to do the same thing to the Wizard of Oz or Gone with the Wind, but this has got to be the most overrated movie of all time.It took me a number of tries to watch it all the way through, because it is so incredibly boring.  All the scenarios are exaggerated without a hint of the whimsy or joy that should mark  a Christmas movie.  NOBODY in it is likeable, including the hapless and almost hopeless hero.  They even give Donna Reed an improbable scene in the alternate reality where she is a total... well, if I want this posted, I can't use the word.But the worst flaw?  THEY NEVER GET BACK THE MONEY THAT WAS STOLEN.  It is morally unacceptable that this guy doesn't get punished and the townspeople have to rush in with a bailout.I've heard this movie praised to the highest heavens as one of the ten best ever made for most of my life.  I'll give them credit for the body language between Donna Reed and James Stewart in the scene where he is on the phone, but not for much else.","
            10/10
            "
"ma-cortes","11 June 2022","Touching , exciting story about an attractive man who is so busy helping others that life seems to pass him by . The Oscar-winning filmmaker Frank Capra provided a splendid movie that could justifiably lay claim to being one of the best pictures ever made . Fun and charming study of a friendly man called George Bailey (James Stewart) in charge of a modest building and loan company, and his tangles with wealthy and powerful bankers (Lionel Barrymore) . Along the way , George Bailey becomes engaged to a beautiful and good-natured woman (Donna Reed) . Wonderful news...about wonderful people!...in a wonderful picture! It's a wonderful love! It's a wonderful laugh! James Stewart and Donna Reed in Frank Capra's It's a Wonderful Life. Where wishes come true... where angels are real... The greatest gift of all... is right at home. They're making memories tonight!. Wonderful! Wonderful! Wonderful! How could it be anything else?. Frank Capra's...""It's a Wonderful Life"". Celebrating 65 years. The most loved Christmas film of all time! Original & colour versions. Every time a bell rings, an angel gets its wings. Continues to weave a special magic. They're going steady...straight to your heart! You'll love them all for giving you the swellest time you've ever had!. Only the Magic of Frank Capra...could transform this beautiful play into the finest picture of all time! From the Master Picture Maker.. The greatest motion picture of the past decade ! The Year's Outstanding Picture!Amusing and entertaining Frank Capra film in which you go to live a glorious experience with the grandest group of human beings who ever dared to lead their own happy lives . The final is is a real tearjerker and if you don't agree with Capra that life is actually like this then you might go along with sentiments that it ought to be . James Stewart is at his best as the young asked by an angel to reflect on his life when he sadly contemplates to commit suicide . Stewart was tapped for the lead character right after he left the service at the end of World War Two . Here stands out Henry Travers who performs the good-tempered angel and Lionel Barrymore as the ambitious and snobbish banker , as he was suddenly crippled at the outset of the movie by the arthritis that had been troubling him for years. Frank Capra put a plaster cast on Barrymore's foot , highlighting a long number of prestigious secondaries. Along with the starring , the great James Stewart giving stunning performance , appearing here and there an enjoyable cast playing all kinds of outlandish characters , magnificently interpreted by Thomas Mitchell , Henry Travers , Beulah Bondi , Frank Faylen , Ward Bond, Gloria Grahame, H. B. Warner, Samuel Hinds , Frank Albertson , among others.The motion picture was stunningly and compellingly directed by Frank Capra . This classy director Capra carries out a sharp dissection of the attractive roles , of the social classes and delivering good acting from the prestigious actors . Frank Capra was an expert in manipulating emotions such as proved in his films in the 1930s and 1940s , as he influenced the lives and beliefs of people of the nation with movies as 'Mr Deeds goes to town' ,' It happened one night' , 'It's wonderful life' , 'Mr Smith goes to Washington' , ' Mr Deeds goes to town' , 'Meet John Doe' , 'State of the Union' , and 'You can't take it with you' , it gave him his third Oscar for best director and his second for best film. Rating : 8/10 . The results are certainly warm and really wonderful . The flick will appeal to James Stewart fans , as well as Frank Capra enthusiasts. Well worth watching . Essential and indispensable seeing.","
            10/10
            "
"TxMike","26 December 2020","My wife and I chose this for our Christmas night viewing even though we have seen it before. It is currently available on Amazon streaming movies.WW2 ended in 1945 and this movie was made in 1946. The premise is straightforward, George Bailey ( James Stewart, 38 at the time) had been a fine boy growing up and now as an adult often gave up his own goals for the benefit of others, like his younger brother. Perhaps too generous, when his Building and Loan business was in trouble he was contemplating suicide as a way out, thinking the world would be better off if George Bailey had never existed.An angel is sent down to intervene, in the last third of the movie George gets to see exactly how his town would have been and in the process gets his head straight.Donna Reed (23 at the time) played his wife Mary who would have been the stereotypical ""old maid librarian"" if George had never existed.Filmed in glorious B&W, the film holds up very well all these years later when one pits it against other very old movies.DEC 2022 update: I am now watching the colorized version on Amazon, it is well done and adds a bit.","
            10/10
            "
"leplatypus","19 March 2018","I have always heard about this movie as a Xmas classic (maybe because a clip is shown in Gremlins) and having watching it now, i agree: a bit like Scrooge, it's about a salvation in the holiday but unlike him, the guy is pure good while Scrooge is evil. For a movie fan, you will be happy because the movie has the same feeling as Spielberg comedies, it begins like Stand by me and ends like BTTF2: the nightmarish small town V2 is really well done. James Stewart looks like very much David Lynch and he is a true fine actor! The story is full of good values, hope and in addition is aware in punching greedy capitalism! So today you won't find a comedy so deep, so social while the situation would need urgently so have fun and a education with this one while you can!","
            10/10
            "
"mermatt","1 August 1998","Though this film is associated with Christmas because it has been shown at Christmas time, it is really a dark study of the insides of the human soul. George is driven to the point of wanting to die and wanting not even to exist. Frank Capra takes us through the life of a man so that we can see why someone would be willing to choose oblivion rather than existence. Then we see that, even though life may seem meaningless, we, like George, have choices and that these choices can make a great difference in the world even though we may not realize that fact. The film helps us to realize why we are alive. That is its real enduring appeal.","
            10/10
            "
"sharris-90157","25 December 2021","This was a slightly ignored movie when it was made but due to a copyright lapse it has become a Christmas classic. And I must watch it every year on broadcast tv on Christmas Eve, with a mug of hot chocolate. All acting performances are on point, and every time I watch this I feel so good about myself and everyone I love. It's a good hour and a half of your life, try it!","
            10/10
            "
"judemcrobbie","31 January 2021","The dialogue is beautifully woven, everything thing means something, and mainly idyllic. It's like how after an argument you think what you should have said, they say that the first time around.
The humour is spot on. Everything from the Charlie Chaplin inspired slapstick to God's commentary over the movie lands.
It's the epitome of a feel good movie, and easily the best quality Christmas movie.
The dance scene and the final scene at the end makes you so happy, an exhibition in feel good movies.
The message of goodness always prevails is easy to understand but simplistically fun,
The sound editing and video quality are terrible but what more could you expect from 1946.","
            9/10
            "
"Andreas_N","28 December 2000","I`ve just read all the other comments about this amazing and everlasting classic, and there's nothing more to add. I really, really love watching classics, especially Stewart-Classics, 'cause he's in my eyes next to Robert Mitchum, John Wayne, Rich Widmark, Sean Connery and many others like Gary Cooper, Frank Sinatra or Burt Lancaster one of the greatest actors of all time.This movie, although produced simply, is THE Christmas story, which can be watched every year, by everyone. Stewarts great and breathtaking character-performance is so brilliant, none of our modern actors would be able to act in this classic style.10/10 with no doubts!Greetings from Austria to all American movie-fans!!!!","
            9/10
            "
"jandrfilms","8 December 2021","The late great Jimmy Steward play his part in this movie. When he was shown how life would be in a small town that he was living in without him.He through his different scenes in how the effects of his life with people who he cared about would fair without him being around and how he should appreciate living his life.","
            8/10
            "
"kevin_robbins","29 December 2021","It's a Wonderful Life (1946) is a movie I recently watched on Amazon Prime. The storyline follows a bank owner who when everyone else is selling out in town to a rich investor he decides to hold onto the family business, to the investors chagrin. He finds love, marries and is about to leave for his honeymoon when the market crashes and he is needed more than ever. He will put his future at risk for the town but may destroy himself in process.This movie is directed by Frank Capra (Mr. Smith Goes to Washington) and stars James Stewart (Vertigo), Lionel Barrymore (Key Largo), Donna Reed (From Here to Eternity), Gloria Grahame (In a Lonely Place) and Henry Travers (The Invisible Man).The gym/pool dance sequence was a great opening. The characters are set-up and established well from beginning to end. The writing and acting is fantastic and the dialogue and chemistry between characters are perfect. The circumstances unfold well and the characters are easy to root for. The ending is brilliant and unfolds predictably perfect.Overall this is an entertaining Christmas classic that is an absolute must see. I would score this a 9/10 and consider this a must see.","
            10/10
            "
"neil-476","7 September 2012","Rather late in the day - I'm 60 - I finally caught up with Frank Capra's 1946 feelgood morality tale.George Bailey (James Stewart), after a lifetime of putting his own wishes on hold in order to do the best thing for everyone else, finally cracks one Christmas Eve when his uncle carelessly misplaces $8,000, leaving the family business facing ruin. Seeing suicide as the only way out, it is up to probationary angel Clarence to pull him round by showing him the difference he has made to the rest of the world.Reading rather like an updated version of Dickens' A Christmas Carol, the first three quarters of this movie leads us in detail through George's life as set-up for the eventual climax. And the story works well, with Stewart, in one of his keynote performances, oozing decency and good humour throughout (except for the high contrast moments when he snaps).Yet there are weaknesses. The 90 minutes spent on George's life story is, perhaps, a little too long, given that its dramatic purpose is mainly to set up the differences in a world without George - it rambles. Lionel Barrymore's Machiavellian Potter is a little bit one-note in his pantomime villainy - you get the feeling that he wishes he had moustachios to twirl villainously while tieing damsels to the railway line. And, worst of all, for me at least, the film ends without the issue of Potter's malicious retention of the missing $8,000 being resolved.But these are minor quibbles with a film which deserves its happy reputation.The DVD transfer I watched was beautifully crisp and sharp, with sensitive colorization (being British, I would prefer to spell that ""colourisation"", but I sacrifice technical correctness in favour of accuracy).","
            5/10
            "
"richard-tunnah","23 December 2005","The first time I am aware of seeing IAWL I managed to catch the last 5 Min's of the movie. It seemed to feature a character running around shouting 'Merry Christmas' at everybody, followed by a party where everyone handed over money To be frank, I wasn't in a hurry to see the rest of the movie. Then several years later, I started to watch IAWL from the beginning, unaware that it was the same movie. I was struck by how comprehensive the character study of George Bailey was. He was a good man, but his ambitions were frustrated at every turn. He wanted an Education, that was just outside his grasp. He wanted to travel, life conspired against him. At every step of the way, one person saw George 'rolling with the blows', that was Mary Hatch. This woman loved George and wanted to stand at his side, so they can face the slings and arrows of misfortune together. This is love of the purest kind.But even Mary's love cannot prevent George contemplating suicide. A single bad day that sees George on the top of the World at the beginning and thinking that taking his own life is the only way out by 10.45 pm.I was stunned when the ending turned into the movie I had seen some time before. But this time I understood, this wasn't just sentiment for it's own sake. To understand the ending you need to have gone on the same dark journey that George Bailey had been on.Many others have commented on the feel good aspects of the movie, so I won't. What I would like to say is that there are a number of scenes which live in the memory long after the end credits.Young George trying to persuade Mr Gower that he had prescribed poison (with young Mary Hatch Looking on).George hurrying home when he heard his father had had a stroke (with Mary Hatch looking on).George waiting at the station with Uncle Billy for Harry to come back from college (only to find Harry is already married and has a job that will keep him away from Bedford Falls).That kiss (I have to check that I am earthed, there is so much electricity in the air).Mary giving up their honeymoon money, to keep the Building and Loan out of Potters grasp.The Bridal Suit (with Ernie & Bert).Trying to talk to Mary in the alternate reality, but managing frighten her. The Ending.I don't think I have seen a better character study, or for that matter a better movie.","
            9/10
            "
"lucianomarzo92","22 August 2009","This movie is depressing, which makes it quite inappropriate for a so- called ""Christmas movie."" I made the mistake of watching it on Christmas Day one year, and it turned out to be a damper on the whole holiday. Not just for me, but the whole family. The acting left a little to be desired. I will say whoever acted the angel was very good (I think it was Henry Travers). His character was also strong. But James Stewart's character was pretty depressing. He makes the small mistake of saying ""I wish I had never been born,"" and shortly after, his wish comes true! He still lives in his hometown and is the same person, but all of his old buddies ignore him when he tries to talk to him. Even his family shuns him. If you are going to watch this movie, make sure it is not actually on Christmas or any holiday, for that matter.","
            8/10
            "
"Boba_Fett1138","17 December 2011","No doubt about it that Frank Capra was one of the best directors of all time and James Stewart was one of the best actors of all time, so it shouldn't come as a surprise that this is also one great movie to watch.This movie always on a lot of top-lists and many well known and respected film-makers consider this to be one of their favorite movies, including director Frank Capra and actor James Stewart themselves. And really, it's not all that hard to see why. No, I won't call it one of the best movies of all time but its themes, the characters, the story and its message make sure that this is a movie to enjoy, over and over again.Basically it's being a very warm, heartfelt and honest movie, about real characters in real life situations. The James Stewart character feels very humane and realistic and James Stewart was always a great choice for playing a sort of average Joe, everybody in the audience could relate and identify themselves with. It's also part of the reason why his character is often being voted one of the best out of movie history.It's sort of funny how this movie has grown into being a sort of a Christmas classic, while about two-thirds of the movie are totally not Christmas related at all. It isn't until it last 30 minutes or so that the movie is suddenly all about Christmas and its themes and messages of giving and sharing with each other. It's definitely showing some parallels to Charles Dickens' 'A Christmas Carol'. It's what makes the movie a very warm one, even though the movie itself remains a drama and a quite heavy one as well.The story itself is just great. It's really typical for its time, with all of its drama and developments but with a great twist to it as well. The movie has a fantasy theme in it, which is not typical for its time or genre at all. It perhaps even makes this movie feel a bit like a 'modern' fairytale. Needless to say, it makes the movie a very original one within its genre and its where the movie gets most of its charm and warmth from.The movie is really a great example of some fine film-making and wonderful storytelling. It shows once more that you don't need all that much to create an unforgettable movie, that has an impact on a lot of people, even now days. The movie is about simple little things in life and perhaps that's the movie its greatest power. Everybody can relate to it, which causes them to be easily touched by the movie its themes and messages as well.Big part of the reason why it all works out so well is James Stewart but you also need to give credit to some of the other actors as well. I for instance, also really liked Lionel Barrymore in this, as the villain. I'm normally a not too big fan of Lionel Barrymore, or any of the other old Barrymore's (John and Ethel) but I must say he was perfectly cast in this movie, as the tough, old, mean Mr. Potter.Basically a wonderful made, simple, honest, heartfelt movie, with some great, effective and timeless themes in it, which all ensures that this is a perfect movie to watch over and over again.9/10 http://bobafett1138.blogspot.com/","
            10/10
            "
"richardchatten","25 December 2020","The irony of the title of one of Capra's bleakest films (along with his prewar 'Meet John Doe') has obscured the fact that like 'The Wizard of Oz' it flopped on it's original appearance and has only become a timeless, much-loved classic due to repeated Christmas screenings on TV.Capra had become so unhappy with postwar America he had to resort to fantasy, and the graphic depiction of H.B.Warner as a broken-down alcoholic and Henry Travers' line ""those men all died"" reveal the pain behind the upbeat title.","
            2/10
            "
"Terrifying_Tigerfish","24 December 2021","The beauty of old movies (I think the version I watched on HBO Max was colorized) is that you can see a lot more of the production effort that goes into a film. For example, it's wicked to know that this film won an award for special scientific/technical effect involving a novel method of snow production (foamite, soap, and water highly pressurized then fanned out)! I thought that was cool. Regardless, the beauty of old films is that (due to budgetary constraints I think) shots are held for a lot longer. In my humble opinion, the fewer shots per scene (I would have to take data on this, but I think the claim would stand) allow one to become more emotionally invested and focused (aka not thrown left-right-left for a talking scene...I'm listening to people talk here, they're not getting 1-2 combo'd in the ring!). Now, onto IAWL specifically.The film is reminiscent to a lot of films I've loved and cherished recently (e.g. Little Women, Three Idiots) in that the film does not strive for visual audacity, but raw, untamed character driven nuance. And a film which focuses on the little things in life. What's wonderful (I wish I could capitalize that, but imdb would flag me) about this film is the galaxy opener--3 angels appearing in galaxy form discuss the life of one George Bailey. What's humorous (trying to think of a better word...perhaps revealing?) is that the film is simple (once you get to the end), but this simplicity is contrasted with a visual that alludes to some cosmic, quantum limit (blah blah--insert generic big word stakes here) profound truth; human truth is found in the simplest things in human interactions. Some might say the galaxy opener was to foreshadow the minimalist fantasy sequence to follow in which a life without George Bailey is visualized, but I prefer to have my liberal arts education take the reigns on my interpretation.I will note, in discussing large stakes, that the film's villain was the most jarring for me to watch. Perhaps this element of the film is truly where the age of the film is seen, but this villain (Potter) is so ******* evil because he is so banal. He's not kidnapping anybody or forcing some gun-blazing pseudo-high intensity emotional scene. He's not a villain for anything particularly nefarious other than being a greedy, selfish, egotistical dirtbag. As a result, I would argue (over a couple of beers or coffees with the mates) that Potter is one of the best (worst :) ) villains of all time.I like Jimmy Stewart a lot. Some of my favorite films are Vertigo and Rear Window. Jimmy gives his all in this film, and the film (as is seen by the end) is really only about his character, George Bailey. I like Capra's closeups of Bailey when he starts freaking out. Palpable anxiety.Most of this review probably seems like I'm going for some quirky remarks, or trying to keep the tempo upbeat. So, let me be perfectly clear and calm. This film is difficult to watch in certain points. Genuinely hard to not pause and take a few deep breaths (the poison scene induced by the death of the shopkeeper's son, George's ""dreams"" getting constantly pulled out from under him without any ability to counter, the lives ""lost"" were George not to exist); I want to not put the final remarks from Clarence in parentheses: the final note 'Nobody is a failure who has friends' really hurts to read. I even have difficulty writing out the statement. But, that's the whole point of the film, right? Clearly, this messages as relevant in 1946 as today, but...throughout life (as least in my experience), it's as if I (I'll just personalize it from here on in) constantly am fighting some half formed, ill begotten, lazy (but anxiety inducing) conception of what my life should be, what it could be or could have been (akin to George's exploring the world fantasies). I'm not endorsing the naive: ""don't explore and go out and try new things!"" perspective that some may take from the film. The whole point of the film is that life gives you constraints. Stop fighting them. There's no point, rather don't view them as constraints. Don't run from them. And stop imagining what life could be or should be; focus on loving the particular moment you are in. Odds are, there are a lot of those around you who love that you're there in the present (and not in some 'nobody fantasy' world) with them.","
            10/10
            "
"keiljd","26 May 2009","The 1946 audience quite correctly stayed away in droves, making IAWL a box office flop. Generations later, after its initial failure, after public domain, after the not even born when it came out pseudo critics have somehow brainwashed almost everyone under 40 into believing IAWL is a Christmas classic, we must face the fact that IAWL is not only not a great movie, it's not even a good movie.Treacly, sappy, overlong, exasperatingly predictable fairy tale with just two good scenes and a main character devoid of interest, empathy or sympathy, IAWL is an exercise in futility at every turn. To begin, this is closer to James Stewart's worst performance than his best; George Bailey is a dreamer with his thoughts in the stars, rather than focused on the very big problem at hand. He's a naive, crybaby whiner with just the right mix of stupid to make him truly annoying to one and all. And he takes forever to realize Clarence is an Angel; I mean, how many miracles does it take?This turkey comes to life only twice - the scene between young George and the druggist, played by the always great H.B. Warner, in which George (brilliantly portrayed throughout by the underrated child actor Bobby Anderson) stops the grieving Warner - who has learned of his son's death - from dispensing a fatal dose of the wrong medication to an elderly customer; and the ending, which, while just as sugar-sweet as the rest of the movie, is so well crafted, it works wonderfully well, giving the film a 2 on the scale of 10","
            9/10
            "
"anaconda-40658","11 April 2016","It's A Wonderful Life (1946): Dir: Frank Capra / Cast: James Stewart, Donna Reed, Henry Travers, Lionel Barrymore, Thomas Mitchell: One of the all time great films that celebrates life to the very core of presenting one's meaning through interactions with others. James Stewart plays George Bailey whose desire is to leave town and explore the world. His dreams are hindered when his father has a stroke thus leaving him in charge of the bank. His brother becomes a war hero, and he marries his high school sweetheart, played by Donna Reed. This is all observed by God and an angel named Clarence who is given Bailey's background through flashback observation before embarking on the moment where discouragement reeks him leaving him saying, ""I wish I'd never been born!"" Director Frank Capra is famous for films such as It Happened One Night and Mr. Smith Goes to Washington. This is his masterwork. Stewart brings out the innocence of an individual driven by good, while Reed plays off the dreamy romantic who believes that Bailey can lasso the moon with his determined nature. Henry Travers brings wholesome goodness as Clarence who is out to earn his wings. Lionel Barrymore plays the villain Mr. Potter whose greed knows no end. Thomas Mitchell plays the forgetful Uncle Bailey who misplaces a large sum of cash. It shows what life would be like without our existence. It would not be wonderful. Score: 10 / 10","
            1/10
            "
"LW-08854","24 December 2023","A beautiful sincere Christmas story that's practically flawless in every aspect. I have to give the movie special praise for it's casting, acting, script, pacing. There's a reason this is often considered one of the greatest movies of all time. The film explores the life of one man played by James Stewart before we begin to see the clouds on the horizon for him. The film asks a question we should perhaps all ask ourselves, what would life be like for others if we had never existed? The film is thoroughly sentimental but also has it's darker moments too. I really treasure this movie and I think it can be enjoyed by practically anyone.","
            10/10
            "
"Rueiro","1 June 2011","Where can I start? Jimmy Stewart,who was a great serious actor in the Anthony Mann Westerns and the Hitchcock thrillers, here is nothing else than an idiot. And then, who can really see him as a high school boy when he was almost forty years old when he made this movie? Please!! And then when he is bankrupted by Lionel Barrymore and about to do away with himself, an angel comes to stop him and to show him how much the world owes to him (""A Chistmas Carol"" updated, how nice!) and all of a sudden the whole town flows into his house to pay his debts and save the day. How nice of them too! Of course that could only happen in America, the earthly paradise where everybody loves their neighbour and life is beautiful. And they all lived happy ever after. One of the worst much-loved classics of all time.","
            10/10
            "
"capnpopetastic-70515","26 December 2020","Simply one of the finest films ever made. It never ceases to completely floor me with emotion every time I re-watch it.","
            9/10
            "
