"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"saronline","21 February 2022","I couldn't even make it through the first episode. It's absolutely boring. It did help me to get sleepy and get a good night's sleep though.You could run this in the background and occasionally glance at your tv and you would t miss much and still be at caught up. Add to that cast and characters you could care less about and you have a top notch snooze fest.","
            1/10
            "
"Headturner1","5 March 2022","The people saying it was interesting for 2 episodes or the ones watching 10 min and saying how awful!?! I watched almost 3 episodes 2 nights ago and felt tired so switched to something else. Last night I was going to finish but HBO app hasn't been operating properly so ( I believe) was on the last episode and had to close out the app but will finish tonight. I also didn't feel it fair to write a review last night as the first few episodes are slow and you don't have enough to go off to review. I like Dornan( loved him in The Fall ) in this he's ok. I love Damon Herriman but he doesn't shine in this. Watch Quary he's excellent in that! First thing I ever saw him in before I knew he was Australian. Everyone in it is decent. I thought they were going one way with it but now I'm not sure and that may change my overall rating and how I feel about this. I feel it started having this dark comedic Tarantino like vibe to it ir Cohen brothers or something. It was like someone completely different wrote the latter episodes. I'm going to finish it tonight and see because where they go now with this will be the deciding factor in how well it plays out as a series...
Ok finished last night. I only had like 30 min of the last episode and it went forward about 10 min. What even was this now?!? I was thinking of how I'd end it yesterday and he would have been laying in the hospital and flash quickly eyes open and every character is standing over him. The other would be them saying you think he knows or got it this time. I really thought there was some other reality than the truth! I mean it wasn't really a character study! So really it should just read .. Guy who may be bad gets in accident, has amnesia. In finding out who he is may have worked for a gangster? May have been the lead guy in a drug cartel? Why even bring in the Russian lady in the end?!? By then I really could care less who he was and it didn't do anything for the plot because we got the gist and maybe everyone was lying? They'll never have a second season because Dornan couldn't pull off drug kingpin if his memory comes back and this could never have a perfect score o RT (saw this on my phone feed yesterday)!","
            6/10
            "
"lorraineesimpson","3 January 2022","Dornan is usually worth watching and generally this is OK but could easily have been trimmed down to 4 episodes. It's fairly entertaining and humorous in parts. I particularly liked the probationary police officer character, but apart from her I couldn't have cared less about the rest. Not the best ad for Australia and some clunky old school stereotyping going on so the characters were all pretty one-dimensional. I felt it tried a bit too hard to be quirky in a 'Killing Eve' way, and it didn't really work.","
            6/10
            "
"cdsaved","14 January 2022","Leaves you up in the air so they can make another series I guess. Pisses me off when they haven't got the balls to make an end. Why are so many series being created like this?","
            4/10
            "
"lakings97","10 February 2024","The Tourist is a Netflix miniseries with Jamie Dorman as the tourist in outback's of Australia till he gets into an accident which clauses him to lose his memory. The first season unravels his true identity and all the events that transpire along the way. Unfortunately he gets mixed up with the wrong side of the law and befriends a cop who helps him along the way. Danielle MacDonald played the beat cop, Shalom Brune-Franklin played Jamie's ex, Alex Dimitriades was the crime lord originally from Greece who is looking for his money. Besides the bad editing, I thought this was a pretty good series which reminded me of Fargo. Looking forward for the second season.","
            7/10
            "
"christoffelherculaasschutte","17 January 2024","After watching season 1 I felt that for an Australian production it was really entertaining although the story line was a bit fragmented at times. We all were looking forward that the main character's identity (Ethan?) would be revealed soon in season 2. With one episode to go still to watch I don't really care anymore. The Irish location for season 2 was stunning but the people have given me a very skewed opinion of their culture with so much foul language and hatred amongst feuding families..One would have hoped that at least the two main characters could keep the story line afloat-not to be.. . Far too much time was also wasted such as when Helen was held hostage and then eventually let go without the policeman being held responsible. Dialogue also hard to follow at times..","
            4/10
            "
"r_mc_laughlin2002","6 January 2022","I can only think that the current reviews are based on the first two episodes - which are ok, or the reviewers, like the ""baddie"" are on LSD too!Take my word for it, this is a complete mess, it starts off ok but unravels as it goes on and falls off a cliff at the end.You have to assume that they handed out free samples of LSD to the commissioners of this at the BBC too!Don't waste your time!","
            1/10
            "
"dearssilver","11 January 2022","Started out really good and looked to be an exciting story but then pace slowed and I couldn't tell whether it's meant to be serious drama or a dark comedy and not particularly good at either, anyway give it a watch if nothing better to do but don't expect to be blown away.","
            6/10
            "
"g_routledge","11 January 2022","I loved this series. Its utterly bonkers, but go with it and you'll be surprised at the brains involved to make it seem this effortless, well acted and surprisingly moving. But watch out for that killer twist at the end. Ouch. Perfect to escape the winter blues, a sunny block buster with humour, ridiculous plot twists and heaps of humour.","
            9/10
            "
"ashpix-22504","2 January 2022","From the beginning of Episode 1, I knew that I was in for another of those idiotic Australian depictions. As soon as you see the outback you jus know that every character will be some ridiculous caricature of of mindless moron.Yes, as previously stated, the truck scene. How do you not notice a semi in a plume of bull dust a mile long, right next to you?Can a police officer be portrayed as less intelligent than shown here. Just when you think we might see a sensible character, yep another moron. Every extra in the show is either outrageously rude, stupid or both. The two helicopter pilots. As if there is anywhere on the planet, a tour operator that is as Neanderthal as the two portrayed here.From implausible scenes that make me scream, ""That can't happen"", or ""No-one behaves like that"".I as an Australian, and familiar with this region, and having been to Terowie and Peterborough am embarrassed by this constant portrayal of Australian country people. It is pathetic.And, why can we not have fictional police as actual State police. Why are they always made-up names. US and UK have no problem playing as NYPD and London Met or Scotland Yard. We have to characters like the 12 year old ""sergeant"" in a filthy shirt and the intellect of another well-played moron.The two characters are searching for a water fall. They walk around Peterborough, depicted in the show as a tiny village, asking every single person if there is a waterfall anywhere nearby.You might think after hearing No, (or as is the response in the show, grunts from everyone they ask), they would get the idea. Every single response is implausible. People cowering, another shakes his head in the negative, before the question is asked, and fearfully scurries away. What kind of people do we Australians live amongst? Thank goodness that we don't behave this way.Please, viewers, don't believe a word of it.","
            1/10
            "
"drkahn","10 March 2022","I have never noticed Danielle Macdonald but she is a breakout star. Her performance was touching and sexy and heartwarming. It was nice to see Jamie Dornan in something that makes you forget the dreadful 50 Shades trilogy.No spoilers but a lot of surprises even with the too worn trope of a man with amnesia.","
            8/10
            "
"LukeCustomer2","21 February 2024","There is only one good thing about this series...that is Danielle McDonald as Helen. The rest was super boring. Everyone keeps talking about Jamie Doran as the main character but for me he was terrible. I never felt like I knew the character and for someone who has lost his memory it is even more important that you establish a baseline zero memory characterization up front. I never felt like he had any dramatic journey and I just didn't really care too much about who he was. Seemed obvious that he was not too great a person and I wouldn't have cried if he was killed. Helen, on the other hand, had the journey here - in fact I think of her as the main character. However at the end they undercut a lot of her journey by being chicken about what they set up and walking it back. Waste of time. I would watch but just start fasting forwarding any scenes that do not have Helen in them.","
            5/10
            "
"thelittledogslaughed","5 January 2022","The BBC seem to swing from brilliant to wtf??? I had high hopes for this but to be honest, I haven't a bloody clue what's going on. Started off brilliantly but could have been over in two episodes. The only reason I kept waatching was to see if Helen dumped Ethan's ass!","
            4/10
            "
"ccelloyd","2 January 2022","We binged all 6 episodes today and it was time well spent! As an Aussie, I love anything set in country Australia and the fact Jamie Dornan is the lead just adds points! The LSD episode is a bit far out but interesting how it's used to develop the characters and give depth to them. All in all, another brilliant drama from the BBC with some pretty good laughs along the way.","
            7/10
            "
"killickdaniel","20 January 2022","I don't know where to begin with this. It's appalling. Terrible. Amateurish and silly. There're so many plot wholes you could fill them with an entire second TV show.Helen, a police officer, touches evidence with her bare hands, steps in blood and is so one dimensional she could have been a drawing of a person. The main lead is one note all the way through and it's a tedious note. The bad guys is boring and I've seen scarier jelly babies.How does Helen get into the jail to give Elliot a phone? How would that be possible? How does she know he gave the other woman the money?Why would Lochlan have that conversation on his phone in front of 40/50 other police officers? Why didn't the SWAT team shoot him when they had the chances? The list goes on and on. This is for the feeble minded only. So poor that I felt compelled to wrote a review. Avoid like Covid.","
            1/10
            "
"pgoodbody","4 January 2022","My wife and I have just wasted 6 hours of our lives watching this rubbish. The tortoises were the best scene. Be warned that the violence and swearing is severe. It did nothing for the Australian tourism industry, especially 'outback' toilet facilities! It also must have cost the BBC a packet to produce. At least we watched four episodes on iPlayer thereby saving our prime time Sunday evening viewing for an alternative drama/comedy.","
            1/10
            "
"iain-13420","10 January 2022","Had to watch this to the end having invested time in the first few episodes but it gets increasingly silly as it goes on. Almost abandoned it but not quite so I guess it wasn't TOO bad!","
            5/10
            "
"sarahjuliet","8 January 2022","Well, I loved it. The story kept me guessing, the actors are appealing and there isn't a word out of place. Danielle Macdonald should doing what she's doing, I was invested in Helen's story long before The Man became interesting. I can't speak to Australian authenticity but there were flashes of the glorious Upright. Jumps to Greece and India were less welcome, but it all tied together in the end. If there's a second season - somehow - I would love to see these characters again.","
            9/10
            "
"racheljanestevens","3 January 2022","This is just about every Australian cliche there is piled into a load of rubbish. I wanted to like this but the over acting is totally off-putting. Bad.","
            1/10
            "
"annettepower-37303","5 March 2022","This series caught my attention with the cast! Jamie Durnan has become a favourite. Danielle MacDonald takes the prize in this one. There were many surprises in this series that kept us watching. It took a while to catch on to the comedy having to overlook some blood that was shed but an open mind with this one and stay with it to the end. There are laughs and some endearing moments between Jamie and Danielle!","
            9/10
            "
"soelir","2 January 2024","I have just finished the second series and it is more bonkers than the first. I really don't understand all the moaning about it.Danielle Macdonald is great and I love the relationship between her and 'the man'.It's fun, warm, silly, and downright nonsensical in places. But that's what enjoyable escapist tv should be.Now, I'm no paid shill, just someone who genuinely enjoyed this and would definitely love to see a third outing (although I understand that's not going to happen, for now anyway).The episodes move quickly, it's easy enough to follow, it kept me guessing throughout. Solid tv.More please!","
            10/10
            "
"kindofblue-78221","15 February 2022","The writers of the Tourist clearly didn't know what they wanted from the story.It's potentially very good but suffered from wooden acting, implausible characters, etc etc.Overall its a mess of ideas that just don't gel or work.The jokes are of the lowest quality. You can see what they want from them but don't have the skill to write them.I fail to see how the BBC could allow this kind of second rate mess to be shown. But it's the BBC and they have a license to print money.The Tourist should have been better. It could easily have been better. But nobody could be bothered to make it decent.A missed opportunity.","
            6/10
            "
"bob-bailey-18-500292","11 January 2022","Excepting the Aus cliches, I did enjoy this series. Yes there do seem to be some nods towards the Coen brothers (I was reminded of Fargo and No Country for Old Men) , and at the same time some more nods towards Breaking Bad (especially the use of scenery and the humour). But it was well done and kept me engaged, was an intelligently put together story and explored some of the quirks of memory and how we see ourselves in an entertaining fashion.","
            8/10
            "
"True_Reviews","21 February 2024","This is a joke of a series. It is so stupid and far-fetched you have to really be desperate to enjoy this awful show. If there was ever a series that could be used in teaching how not to make a movie or series, this is it. Absolutely ridiculous. You can speed watch this using your fast forward key and miss almost nothing. Not sure who actually paid for this to be made but I am sure they did not get a return on that investment. The acting is OK, characters in this are like comic book characters, it is that juvenile. And to make matters worse, the ending is a complete joke and you will wonder why you even bothered watching this awful series.","
            1/10
            "
"grahamsmales","17 January 2022","The first 4 episodes were an absolute belter - intriguing, well paced, amazing scenery with snippets of comedy. However the final 2 episodes were disappointing and confused, with a weak ending.","
            7/10
            "
"elliciav","26 February 2022","Keep at it it gets better and better toward the end of the series. At first I thought yeah has a few funny quips and definitely some cringe worthy ones but I kept watching and each episode intrigued me to watch just one more. By the last few I didn't want it to end. I was hooked. Definitely kept me guessing.","
            8/10
            "
"jdhb-768-61234","20 August 2022","'The Tourist' is a bit unususal and sometimes a bit confusing. That said, it's not at all bad.The basic plot of a man who loses his memory is simple, but the story woven around this is increasingly interestingly. As the series goes on, and as he gradually remembers pieces of his, sometimes shocking, past and the story develops, the characters actually become more interesting and some even more appealing, despite some obvious shortcomings. By the end, I was really rooting for him as well as one or two others.Overall, it's well cast, acted and directed, the plot and script make sense and, mostly, so does the storyline. No doubt there are holes to be picked but it was an enjoyable experience to watch it to the end. Or was it, indeed, the end ? There seems to be a suggestion of something more, which I would welcome. 8 out of 10.","
            8/10
            "
"robertstorey-36164","10 January 2022","Anyone who enjoys slightly unhinged tales will enjoy this. It was highly original and a real wild ride and there were constant plot twists to entertain. The only slightly tiresome bit was an American oddball hitman who seemed to have wandered in straight out of Fargo. There was a particularly enjoyable and funny but sad sub plot about a trainee female police officer with self esteem issues who gets taken hostage but ends up having a more enjoyable time with her captor than she ever has with her awful subtly bulling fiancee. The background cast of characterful but friendly Aussies was a delight.","
            8/10
            "
"dzeilstra","30 July 2022","As has been said by others the series is very reminiscent of Fargo. The story, the characters, the plot twists, all outside of the mainstream. As in Fargo there is something ""wrong"" or unusual with each character, as for instance the policeman who urinates from a tube, the obese couple that take dancing lessons, the criminal using LSD and so on. A most entertaining and yet compelling series to watch.","
            8/10
            "
"5hadowthehedgehog","3 January 2022","Loved every minute of it. So much better than all the recent suspense so called thrillers. This is the first review I've written on here, but this is so good! Give it a go, you won't be disappointed😀","
            10/10
            "
"karinahatem","31 March 2022","This was more like watching a thriller suspense on a slow motion, the only normal character was Elliott, the others were more high all the time, and rather annoying. Only the first episode was good, then everything went into a slow motion, the whole series could have been done in 4 episodes. Not looking forward for S2.","
            6/10
            "
"mpc1969-1","25 January 2022","First 2 episodes weren't too bad and thought maybe a decent worth watching story.But episode 3 onwards it turned in too utter garbage, a professional killer turned extremely amateur then survives a stabbing and a fall down a well, ridiculous violence along with pathetic policing and love interest , with general stupidity and unnatural reactions, sums up a complete DON'T BOTHER.","
            3/10
            "
"kdhbarca","15 February 2024","As a born Norn Iron lad, I really wanted to like this. The writing in the second series is so poor it makes the plot pointless. Plotlines happen for no reason, characters are introduced and disappear without reason. The awkward storytelling really is the worst.Danielle Macdonald seems like a decent enough actor as does Conor MacNeill, but they are in such a poor concept it is nearly impossible to be sure.I remember the first series and it was ok but I lost interest as the series went on. I would not have watched the second series of it had not been shot in the Wicklow Mountains in Ireland.The shocking thing is it appears the Jamie Dornan is not a good actor. I loved The Fall, but he his really one dimensional in this. Say it ain't so.One to avoid I fear.","
            2/10
            "
"jodyscott31","23 April 2022","Every second of this series is intriguing. There is so much mystery surrounding the story as the main character (Jamie Dornan) has amnesia and sets out to find out about himself. Every episode takes us on a thrilling ride of discovery with every twist and turn. The Australia outback with harsh weather, animal, and people conditions is the setting, and brings so much depth to the series. Also the music is beautiful. I love The Ink Spots' song, If I Didn't Care and it's beauteous simplicity contrasts with the hyper vigilance of the story.","
            10/10
            "
"johnsbagley","11 January 2022","I recommend The Tourist. I have watched only 4 episodes but I have enjoyed it so far and was a little surprised at the negative reviews. Granted the plot is far fetched and the characters somewhat stereotyped but, come on guys, there's plenty worse and it's done well. The Australian outback is a beautiful canvas for our hero's antics with evil villains and some intriguing love interest. The dialogue has some 'Bond like' dry humour and snappy one liners which keeps the tempo going. Quite funny actually. A defo for Dornan fans.","
            8/10
            "
"kigaiyuuto","3 January 2022","Didn't expect this to be like an ABC (Australian Broadcasting Corporation not the broadcast channel in the USA) drama. Based on the (BBC) trailer I expected lots of car chase across the Australian desert town evading the bad guys and the police but unfortunately it's not.The first 3 episode is decent enough although episode 2 feels really long and unsatisfying. The latter half with Kostas played with Alex Dimitriades gets worse unfortunately and yes the 6 episodes could be condensed into a tighter 3 or 4 episodes. The writing is iffy because even stretched out at 6 episodes so many characters are wasted or paper-thin. Production-wise this Stan and BBC original show hasn't got the budget to match Netflix productions and it shows.Having said that, if you miss Jamie Dornan you'll be fully satisfied with this show. It's almost Valentine's Day, which was the release date for his movie trilogy.","
            5/10
            "
"housemartin-49130","26 January 2022","Love this mini series. A touch of the crazy, ridiculous, and laugh out loud with a cast of weird and wonderful characters reminiscent of the early Fargo TV series. Strange happenings all around, and of course lots of graphic violence.Love it!","
            9/10
            "
"john-19890","8 January 2022","Just binged watched this over 2 days. Was hooked immediately. Yes it's inspired by other films, yes it's got cliches, yes it's got stereotypes , yes some of it is unbelievable... so what?You think the best coen brothers, Martin Scorsese, didn't do the same ?The setup is interesting, JD is excellent , and loved Helen chracter ! I absolutely loved the end, really heartfelt and revealed itself as the thread through the whole series.Perhaps people should refrain from reviewing a series when you only watch one or two episodes!I'd like to see more interesting stuff like this being made and hope this gets rated fairly. It's not perfect, I'd give it a 9, and a 10 for the last 5 minutes of the last episode.","
            10/10
            "
"yasananlarim","21 July 2022","It tells the story of a delinquent tourist who, after a bad accident, searches for clues to his previous life as a result of amnesia and overcomes various obstacles. Season one was good. I hope there will be season 2.","
            9/10
            "
"cujimmyc","3 January 2022","The biggest piece of BS I have watched for years. Totally unbelievable and far-fetched. Characters from a comic book and a story from a dustbin. The scenery in the Australian outback is the only credible part of the whole sorry mess.","
            1/10
            "
"andrejurado-1","6 February 2024","I was really enjoying it. It started out with that Cohen brothers' Fargo vibe to it. But then after the LSD episode it all went down to shait! Plus, they're insisting with season 2! I guess it can get worse... Aside from the story, I loved watching the outbacks and the main characters working as well. They're great. But they can't win over bad story telling. That's my take on it. I'm disappointed the way it turned out to be.I was really enjoying it. It started out with that Cohen brothers' Fargo vibe to it. But then after the LSD episode it all went down to shait! Plus, they're insisting with season 2! I guess it can get worse... Aside from the story, I loved watching the outbacks and the main characters working as well. They're great. But they can't win over bad story telling. That's my take on it. I'm disappointed the way it turned out to be.","
            5/10
            "
"stylesm","9 January 2022","Look Aussies are a sensitive bunch, we all have a chip on our shoulder most likely stemming from the convict days.The people in small towns aren't as depicted in this series. They're helpful, kind and always polite. The script isn't entirely bad, I'd say it's just been written by uniformed non Australians. It does feel as though they've tried to FARGO it. The cinematography is amazing, probably a few too many drone shots if anything. The cast is decent too, certainly feels like the production value was high.Very happy to see something made in my home state.","
            5/10
            "
"boldrinp","5 January 2022","This was a quirky exploration between the distinction between good and bad in the character of Eliot Stanley. I'm ignoring the parochial view of what is or isn't life in Australia because it's not really relevant to the meaning of the series. The focus should be on peoples' actions and what makes them a good or bad person and whether they are conscious that the things they do have an impact on others and take responsibility for what they do, which is what Elliot does in the end.","
            8/10
            "
"craigtheoldman","10 January 2022","I really wish the main character had died in the car crash at the beginning, sure it would have been a shorter programme but it would have saved me from the dross that followed. The chase leading up to it was atrocious, then we have the most stereotypical view of Australia with the only thing missing being a kangaroo throwing a shrimp on a bbq. The writing was terrible and at least they had the acting to go with it, I've seen better productions in a school play. Avoid this at all costs and question anyone that recommended it.","
            1/10
            "
"AussieCub80","6 January 2022","Not sure how this rates so well. It was terrible. Right from the ridiculous car chase at the beginning where the writer forgot about physics and the 18 wheeler has the same turning radius as a sedan and can accelerate just as quickly. The acting was also sub par. I don't blame the actors for that as the leads are all very capable actors. The only reason they'd be delivering their lines so terribly would be because of the Director. (Also the dialogue was terrible in parts) The country theme felt like it was written by someone that had never been outside a city. Sorry but as a proud country folk - we don't sit in our cars holding our hands on the horn when the road is blocked. We don't ignore people when we are asked for directions to the waterfall. We don't.... I can't list everything. I really feel like I'm dumber from having watched it. Danielle MacDonald is good as always but she has NOTHING to work with and poor direction so it all just doesn't work. Honestly if you're considering watching this maybe just slam your hand in the car door or go stand in a covid testing line for 8 hours. Both options are far more enjoyable than watching this.","
            2/10
            "
"mohammedkamran-34937","3 January 2022","Started off so well, than completely went downhill, the storyline made no sense by the time it reached finale , and those horrible horrible jamie dornan accent yikes, i can't believe I wasted my 6 hours in what is possibly by far the worst limited series I have seen in years.","
            1/10
            "
"slowpulse","22 April 2022","After the first few episodes, I thought I was in for a possible all-time classic. The ingredients were all there: a big mystery with puzzle pieces judiciously dispensed at careful intervals; an enigmatic lead character with an unknown past; and great visuals, with Australia's vast wilderness being a fresh change from the usual North American settings.But alas, the sizzling start wasn't matched by the ending, which kind of fizzled out, as the various plot twists ended up not being all that compelling. Also, the show tried to shove in one plot twist too many in the end and the overall plot suffered from it.","
            6/10
            "
"carolekrakow","25 January 2022","Hoping they do a second series as I loved this series, we binge watched it. Love everything about it settings, actors, story, a bit different to usual. Loved it!","
            8/10
            "
"gerryfriesen","6 March 2022","I thoroughly enjoyed The Tourist from start to finish. The quirky characters and plot twists were reminiscent of Fargo and drew me right in. Jamie Dornan did a great job with the leading role and in particular, managed the consciousness-exploring scenes in a perfectly understated way. But who really stole the show was Danielle Macdonald! She brings such a natural air of naiveté to the role and the evolution her character goes through is a pleasure to watch. Every character, big and small, contributes significantly to the story - there are no ""fillers"" here. I'm perfectly satisfied if this is the end of the line for this story, but wouldn't be disappointed to find out there's a Season 2.","
            9/10
            "
"Potvin99","15 May 2022","This show makes Australians who live in the Outback all look either fat, dumb, irritating or useless. It doesn't know if it wants to be a comedy or a drama and succeeds at neither. Surprised it was renewed for a second season. Programmers obviously very hungry for content.","
            6/10
            "
"achinnick","30 January 2022","One of the worst shows, 6 hours of my life I will never get back. Badly written and so far fetched, especially love how no one seems to lay for anything in the show. Just magically get a helicopter ride for free.Save yourself the time.","
            2/10
            "
"tgp0210","4 February 2024","All the ways we define ourselves will be stripped away by illness and the dying process. Now... who are you?Elliot is on a quest to discover who he is and every episode leads you to think we know who he is or once was, but by the end of that episode, we get thrown for a loop!I was definitely intrigued by the entire 1st season and gasped when I read there is definitely a 2nd season on the way.This show kept me guessing and on the edge of my seat. All thou this is a thriller, it does have some humor and psychological elements to it.I can't wait to see the next season and find out in more depth who Elliot really is and how he got wrapped up in this mess.","
            10/10
            "
"George_Adelaide","12 January 2022","Nice scenery. That's the only decent aspect of this show. The story is full of holes . No continuity . Terrible ending. Don't waste your time. I'm trying to find something nice to say . The writer needs help.","
            2/10
            "
"daveditch-53291","13 January 2024","Typically I can't remember much detail of series 1 other than I thought it was great , and had to look up a detailed synopsis before watching this. No need . 3 of the central characters from series 1 carry on the story and they're memorable so it flows nicely . Well not nicely , it's violent and bizarre .Speaking of that I read a few pieces before watching it that said viewers were ""all saying one thing "" and that was that the story had lost the plot . I couldn't disagree more , I think it's more the fact that the first series almost laid the grounds for this and as you watch series 2 you start to realise that things disclosed previously about Elliot may not be the whole story and small details you noticed become very relevant . You're not getting more of the same old , it's the next chapter . Although pointed out by several people throughout Elliot does have a knack of dropping himself in it .The introduction of rival but intertwined families is cleverly done as loyalties and rivalries are disclosed and tested right up until the last moment .It has drifted even more towards a Fargo style and tbh is getting better for it. The dark even cynical humour is superbly delivered by very strong and well cast characters . There's no slackers in this from the mad cop and his skeletons on the closet , through to the gangster with the not really that funny name that makes Elliot laugh. Some parts are almost subtle slap stick . The talking display at the museum , classic error . Or the question ""has Kostas sent you ""? Quickly replied by the not too bright gangster ""Why would a coffee shop want you killed"" .But those make you smile moments are quickly swept away as the result is always brooding potential menace or back into the action.The ending , not surpringly although you need to watch the burning paperwork carefully , lends itself perfectly to series 3 the next chapter .Not one boring moment and I'm hooked .","
            10/10
            "
"maxraynor","6 January 2022","Moments are really great- the first two episodes in particular. The dialogue/writing really lets it down and in places, often scenes between Luci and Elliot, its cringeworthy and borderline comical (not in a good way). There are however some really original scenes and Dornan and Macdonald are brilliant. It's a fun, easy watch and does keep you gripped.","
            5/10
            "
"gmchunt","19 February 2024","Sadly, I didn't even make it through the first series. It started ok, with the first couple of episodes setting the scene and it had some promise, but just seemed to drift to nothing. I gave up 4 and a half episodes in as I lost all sense of what was supposed to be happening. I like Jamie Dornan, but the overall acting is fairly mediocre and the ""plot""....well, I'm still not sure about what it was supposed to be. Take the basic elements of The Bourne Identity, throw in the bloke from No Country For Old Men, add a bit of hallucination and hey presto! You've got yourself a poor series. It's made by a company called Fifth Season - I seriously hope it doesn't get that far!","
            3/10
            "
"leoalexanderscott","28 February 2022","Presents itself as being inspired by the 1990s modern American western, this series seems completely out of place in the Australian Outback, made worse by stereotypes best left behind last century. Texas style slow talking large American; dumb country cops; country hillbillies; indigenous cliches; etc. The interpretation of Australian Outback with novelty Australian soap style production is as bad as the A to B plot script itself. I cannot believe this series was made and presented to intelligent 2022 viewers. Forget the popcorn, get some bex for constant dizzy scene cuts and try and have a laugh at the cringe worthy ""everything""","
            3/10
            "
"lesleyblahblah","3 January 2022","Only on episode two but really enjoying it so far.The mix of humour and drama, the dizzy local police woman, reminds me so much of the way the first two seasons of Fargo were written and acted.","
            8/10
            "
"rockedbottom","14 April 2022","Pretentious, overly long, dreadful writing - and those are the good parts. Episode 1 was great, and then each subsequent episode gets almost comically bad.","
            1/10
            "
"admin-802","12 March 2022","Show starts good and ends really excellent! Give it a try, don't mind the negativity. It's gripping, fun , crazy and surprisingly funny. Excellent acting !","
            10/10
            "
"alij025","3 January 2022","It's a slow burner. Something different to watch from the usual. I enjoyed it, slow paced but good story. Bit of a dark comedy edge to it. Don't get all the hate.Bonus that Jamie is his normal Northern Irish self instead of usual American accent.Danielle Macdonald as Helen is brilliant, loved the relationship she had with Jamie on screen.","
            10/10
            "
"leeleejensen","2 January 2022","I've just finished the third episode and while i've enjoyed it so far, I can't wrap my head around the casting of this show. Maybe if you're going to set a show in outback australia then cast some indigenous actors to give some credence to the setting. Take notes from Mystery Road next time.","
            7/10
            "
"SlinkyC","11 January 2022","Lazy writing and directing.So far... the junior police officer only has ONE clue to go off. One precious clue... The piece of paper.... And she never follows it up. Seriously? Come on. No phone call to the cafe... . No visiting the cafe? No following up her one clue?Are you seriously trying to tell us that no one saw the giant truck tracks, next to the wrecked vehicle?Then there's the explosion. But when the junior officer calls in the evening, she never mentions the explosion. Seriously? Are we supposed to believe that the police haven't heard about the explosion, which is just a few towns away, and is the exact town where he was going?And then, once the police do know about the explosion... which was in the exact place where he was going... wouldn't they bring him in for questioning?It's implausible, and sloppy. It's a tonal shambles full of charicatures. I was hopeful, but will not keep watching.","
            4/10
            "
"reginaguy","20 February 2022","Don't know why I stuck with this series it was interesting the first few episodes but got sillier and sillier.. ending was ludicrous. Cannot recommend.","
            1/10
            "
"Hope4All","5 January 2022","The story has lots of snippets of humour all through a well trodden path of man forgets his past in an accident and story slowly reveals everything from why he got into that accident, that those he meet are not all thy seem. Nothing particularly well done but a pleasant way to pass the time.","
            6/10
            "
"khgt74","8 January 2022","Before I unleash my tirade of thoughts I must first congratulate everyone who created this masterpiece because in all my time since the dawn of the internet I have been a consumer who never was moved enough to share my thoughts of the products I took at face value. I just read the odd review, agreed or disagreed but never actually cared that much. Now I pop my IMDB cherry as I want to help others see this latest binge offering in the light I have.I went on Millionaire Hot Seat years ago and in the 1 minute get on camera and waffle part of the audition I spoke about why every Australian should go the the outback. Back then I knew what this production has portrayed but at the time I couldn't have articulated it in the way this show has. I spoke of its rugged beauty, of it's take your shirt off your back generosity of its characters. What I missed until now is that the outback teaches us who we are.I implore anyone who watched it with superficial eyes to try again. See the depth of the story and its characters, See that it is all about not accepting who we have been, who we want to be seen as, what we tell ourselves to get by, what we find in others and in ourselves to both help and hinder us.Like the outback, see past what many interpret as barren and harsh and be awakened by the beauty and terror of it. That land is the most vital character in this, and in life. Here to remind us of our fleeting time, that we must bend to survive. How what we give and what we take shapes not just us but everyone.Or be an Ethan and think you have it all figured out.","
            10/10
            "
"speaktomenow","9 January 2022","This started ok, but after 4 hours, with another 2 hours to go it's just pointless. 6 eps at an hour a piece, that's like watching three 2 hr movies, and there's just not that much story or content here. Love seeing the outback on screen, but there's barely an indigenous Australian to be seen, which feels tone deaf in this day and age. If you somehow like this plodding snooze fest, then you will love Mystery Road. I recommend watching that twice rather than wasting your time on this.I will mention the weird lack of chemistry and how everyone seems strangely in different scenes and different shows. Poor directing and poor writing? Not sure but everyone is sleep walking through this and none of the across really click. Even the fabulous Damon Herriman seems bored and listless. I should also mention Alex Demitriades' terrible accent, his Greek ancestors would be horrified.Honestly this is a real chore and sadly the spent a lot of money on this. Clearly there's never going to be a season two, and we should all be thankful for that.Go watch Mystery Road for some far better Aussie content. Give this a hard pass.","
            3/10
            "
"david_calvert156","4 January 2022","I'm currently 5 in. I'm not one for watching these kind of series and gave it a go. I thought it was well written. The humour was not over the top as most shows and films are these days. You either like it or you don't but I enjoyed the ride.","
            8/10
            "
"pbn-25525","5 January 2022","Who on earth believes Dornan can act??? He's by far the worst in this cast. After seeing his wooden performances previously I was expecting SOME improvement by now. But no, he's still over-rated and hasn't gone above 4 expressions at best.This series is trying to be clever, quirky, interesting and intelligent - like Ozark or Better call Saul - but it struggles with a poor script and erratic direction. Only the Outback is interesting, and that's just because we rarely see it on film. And are Australians as sullen and ill-mannered as most of these characters?The storyline is plain daft and the flashbacks generally annoying and boring. If the twomain females and that over-sized Icelandic Yank were'nt in this I would have kicked it into touch after the 2nd episode. However, there isn't much else on at the moment so I'm going to watch it to the finish while doing other things at the same time. Roll on the next series of Better call Saul.","
            4/10
            "
